Epoch,Total Requests,Llama_8B Requests,Llama_70B Requests,Total tokens,Llama_8B tokens,Llama_70B tokens
1533,1094,1078,16,270415,254170,16245
1534,1214,1209,5,268191,262400,5791
1535,1272,1268,4,316127,311432,4695
1536,4,0,4,6698,0,6698
1537,4,0,4,11411,0,11411
1538,3,0,3,6170,0,6170
1539,1,0,1,4693,0,4693
1540,1,0,1,998,0,998
1541,4,0,4,4181,0,4181
1542,1,0,1,1697,0,1697
1543,1,0,1,1697,0,1697
1544,1,0,1,1697,0,1697
1545,3,0,3,543,0,543
1546,2,0,2,589,0,589
1547,2,0,2,589,0,589
1548,2,0,2,4159,0,4159
1549,1,0,1,1743,0,1743
1550,1,0,1,1743,0,1743
1551,1,0,1,1743,0,1743
1552,2,0,2,2587,0,2587
1553,1,0,1,1455,0,1455
1554,3,0,3,3334,0,3334
1555,3,0,3,3334,0,3334
1556,3,0,3,3334,0,3334
1557,3,0,3,3334,0,3334
1558,3,0,3,3334,0,3334
1559,3,0,3,3334,0,3334
1560,3,0,3,3334,0,3334
1561,3,0,3,3334,0,3334
1562,3,0,3,3334,0,3334
1563,3,0,3,3334,0,3334
1564,3,0,3,3334,0,3334
1565,3,0,3,3334,0,3334
1566,3,0,3,3334,0,3334
1567,3,0,3,3334,0,3334
1568,1,0,1,822,0,822
1569,1,0,1,1876,0,1876
1570,3,0,3,6085,0,6085
1571,1,0,1,4492,0,4492
1572,3,0,3,6611,0,6611
1573,1,0,1,888,0,888
1574,2,0,2,9723,0,9723
1575,2,0,2,1582,0,1582
1576,3,0,3,5603,0,5603
1577,8,0,8,16373,0,16373
1578,7,0,7,9509,0,9509
1579,7,0,7,7376,0,7376
1580,12,0,12,13905,0,13905
1581,9,0,9,10624,0,10624
1582,8,0,8,8619,0,8619
1583,12,0,12,13763,0,13763
1584,4,0,4,4369,0,4369
1585,3,0,3,12485,0,12485
1586,5,0,5,7866,0,7866
1587,1,0,1,612,0,612
1588,3,0,3,1704,0,1704
1589,9,0,9,15523,0,15523
1590,11,0,11,17989,0,17989
1591,15,0,15,22663,0,22663
1592,13,0,13,36554,0,36554
1593,19,0,19,43810,0,43810
1594,8,0,8,11477,0,11477
1595,6,0,6,12965,0,12965
1596,8,0,8,5808,0,5808
1597,9,0,9,6120,0,6120
1598,22,0,22,21383,0,21383
1599,20,0,20,22504,0,22504
1600,26,0,26,32056,0,32056
1601,20,0,20,29878,0,29878
1602,15,0,15,21701,0,21701
1603,5,0,5,8802,0,8802
1604,8,0,8,10908,0,10908
1605,10,0,10,19225,0,19225
1606,16,0,16,18113,0,18113
1607,6,0,6,4565,0,4565
1608,2,0,2,3362,0,3362
1609,6,0,6,2625,0,2625
1610,5,0,5,4780,0,4780
1611,4,0,4,2131,0,2131
1612,9,0,9,6816,0,6816
1613,16,0,16,7267,0,7267
1614,5,0,5,5309,0,5309
1615,5,0,5,5309,0,5309
1616,7,0,7,7045,0,7045
1617,3,0,3,2056,0,2056
1618,4,0,4,6187,0,6187
1619,8,0,8,10715,0,10715
1620,3,0,3,8555,0,8555
1621,68,0,68,44041,0,44041
1622,83,0,83,68693,0,68693
1623,10,0,10,11412,0,11412
1624,56,0,56,71786,0,71786
1625,54,0,54,64463,0,64463
1626,51,0,51,60238,0,60238
1627,40,0,40,57245,0,57245
1628,35,0,35,44187,0,44187
1629,46,0,46,55171,0,55171
1630,44,0,44,53679,0,53679
1631,6,0,6,11242,0,11242
1632,580,575,5,113252,108121,5131
1633,499,496,3,96380,92061,4319
1634,989,985,4,187429,176753,10676
1635,131,130,1,30276,26439,3837
1636,115,114,1,25164,21132,4032
1637,8,4,4,5889,1903,3986
1638,1058,1037,21,236196,209094,27102
1639,1345,1290,55,346775,281502,65273
1640,945,889,56,257863,197991,59872
1641,1401,1350,51,344050,289617,54433
1642,2121,2031,90,497416,439728,57688
1643,1238,1196,42,286068,258161,27907
1644,1893,1891,2,437632,432292,5340
1645,2885,2885,0,657495,657495,0
1646,2540,2459,81,612290,545736,66554
1647,1303,1162,141,353226,220848,132378
1648,1146,1130,16,253798,208457,45341
1649,1195,1136,59,286434,208759,77675
1650,880,816,64,269796,194387,75409
1651,1854,1793,61,491711,413462,78249
1652,690,621,69,213532,128769,84763
1653,55,0,55,63362,0,63362
1654,55,0,55,63362,0,63362
1655,55,0,55,63362,0,63362
1656,55,0,55,63362,0,63362
1657,1183,1183,0,294316,294316,0
1658,2267,2267,0,563992,563992,0
1659,2267,2267,0,563992,563992,0
1660,25,0,25,12345,0,12345
1661,97,0,97,54377,0,54377
1662,66,0,66,71457,0,71457
1663,69,1,68,76603,1782,74821
1664,7,1,6,9634,328,9306
1665,5,3,2,1244,721,523
1666,4,1,3,2181,972,1209
1667,357,357,0,64465,64465,0
1668,18,14,4,13066,7663,5403
1669,117,114,3,58260,53047,5213
1670,1055,1049,6,284888,276986,7902
1671,676,670,6,196287,187009,9278
1672,62,51,11,71144,55791,15353
1673,79,73,6,74010,65171,8839
1674,77,72,5,82255,77225,5030
1675,141,80,61,96991,66085,30906
1676,170,76,94,132075,69446,62629
1677,1209,1110,99,373810,310752,63058
1678,1109,1068,41,320228,277652,42576
1679,994,991,3,278760,271108,7652
1680,1243,1240,3,331323,327596,3727
1681,1549,1538,11,402808,388948,13860
1682,1835,1745,90,544073,435532,108541
1683,2470,2385,85,700738,602914,97824
1684,1194,1097,97,386756,274648,112108
1685,1937,1831,106,554470,427965,126505
1686,801,697,104,290667,156920,133747
1687,556,449,107,223666,96337,127329
1688,833,730,103,254331,139315,115016
1689,1137,1040,97,364327,247373,116954
1690,418,346,72,170787,92775,78012
1691,66,41,25,63301,20727,42574
1692,887,853,34,262571,213304,49267
1693,2328,2267,61,641625,558411,83214
1694,836,812,24,259302,225529,33773
1695,421,363,58,185222,107921,77301
1696,1333,1289,44,395587,348120,47467
1697,282,233,49,137559,87872,49687
1698,124,74,50,105467,47186,58281
1699,93,43,50,95590,32000,63590
1700,77,29,48,70856,19928,50928
1701,61,40,21,54880,28968,25912
1702,106,45,61,115659,46237,69422
1703,82,26,56,84714,19303,65411
1704,80,18,62,85792,15012,70780
1705,105,22,83,100214,17977,82237
1706,831,763,68,251556,194221,57335
1707,5279,5208,71,1356295,1288169,68126
1708,4104,4042,62,1071603,1005302,66301
1709,6278,6260,18,1591001,1566096,24905
1710,1496,1494,2,403635,402093,1542
1711,875,870,5,241091,233039,8052
1712,485,480,5,148612,132791,15821
1713,115,107,8,47531,39471,8060
1714,1093,1085,8,296837,288391,8446
1715,2887,2879,8,758230,744197,14033
1716,2351,2347,4,598093,594871,3222
1717,1823,1819,4,454828,449483,5345
1718,1938,1927,11,499186,485063,14123
1719,1642,1602,40,465246,413633,51613
1720,1674,1616,58,458677,394643,64034
1721,685,653,32,231112,194874,36238
1722,1245,1217,28,348285,311209,37076
1723,293,242,51,140822,80111,60711
1724,57,6,51,68807,7982,60825
1725,568,522,46,201961,152236,49725
1726,1097,1044,53,323381,265983,57398
1727,1936,1889,47,533607,484386,49221
1728,2332,2300,32,629930,591335,38595
1729,2279,2231,48,628001,568182,59819
1730,778,766,12,219298,203131,16167
1731,13,13,0,13791,13791,0
1732,14,13,1,13192,13158,34
1733,301,299,2,57477,56451,1026
1734,583,573,10,147492,136374,11118
1735,1218,1140,78,352877,282804,70073
1736,243,151,92,127419,37992,89427
1737,79,5,74,80066,5238,74828
1738,102,4,98,95713,3916,91797
1739,1139,1087,52,325337,272296,53041
1740,1791,1764,27,461625,429425,32200
1741,2117,2115,2,514984,509447,5537
1742,1583,1577,6,382871,372678,10193
1743,363,363,0,85198,85198,0
1744,4,3,1,2151,1809,342
1745,7,4,3,8750,7040,1710
1746,642,640,2,159697,157925,1772
1747,1862,1861,1,465491,463625,1866
1748,950,950,0,235655,235655,0
1749,35,0,35,43019,0,43019
1750,180,131,49,87976,32250,55726
1751,1398,1345,53,401838,333429,68409
1752,3593,3541,52,943730,880827,62903
1753,6282,6229,53,1609746,1547555,62191
1754,6963,6902,61,1786956,1715900,71056
1755,4919,4875,44,1349916,1299785,50131
1756,1318,1254,64,383047,314971,68076
1757,196,131,65,103865,34685,69180
1758,514,467,47,366380,314253,52127
1759,557,486,71,203569,120263,83306
1760,1005,932,73,316818,232626,84192
1761,794,716,78,262822,177082,85740
1762,1232,1184,48,372552,313935,58617
1763,1272,1206,66,396440,319177,77263
1764,1425,1366,59,414389,344125,70264
1765,1751,1697,54,481544,416771,64773
1766,1142,984,158,365982,239162,126820
1767,1857,1815,42,498872,453240,45632
1768,2006,1940,66,544410,479610,64800
1769,3157,3106,51,842162,784898,57264
1770,4025,3971,54,1070342,1005017,65325
1771,2979,2918,61,804005,732312,71693
1772,1906,1850,56,519928,452188,67740
1773,2734,2677,57,739749,652584,87165
1774,2475,2422,53,658542,590311,68231
1775,515,470,45,159331,103343,55988
1776,500,458,42,156606,97205,59401
1777,55,8,47,66445,6117,60328
1778,94,39,55,109193,40160,69033
1779,183,133,50,113955,60612,53343
1780,1265,1157,108,421027,308704,112323
1781,1529,1402,127,485969,349206,136763
1782,3899,3629,270,1079200,873411,205789
1783,3841,3735,106,969548,863464,106084
1784,3338,3245,93,830363,733421,96942
1785,2714,2604,110,719527,603041,116486
1786,2153,2078,75,565402,484127,81275
1787,1696,1634,62,494729,418072,76657
1788,539,476,63,222661,147395,75266
1789,94,49,45,90121,39343,50778
1790,1440,1390,50,431885,370241,61644
1791,2762,2705,57,772931,708245,64686
1792,2587,2567,20,649568,623141,26427
1793,831,821,10,152466,141427,11039
1794,1599,1590,9,382317,372730,9587
1795,2995,2989,6,736757,732293,4464
1796,2047,2038,9,525935,508913,17022
1797,4695,4688,7,1138277,1127290,10987
1798,2853,2843,10,637665,626638,11027
1799,2164,2153,11,547143,539103,8040
1800,1524,1518,6,367013,355132,11881
1801,1674,1653,21,428269,407353,20916
1802,4778,4719,59,1206035,1151867,54168
1803,3648,3586,62,955352,901126,54226
1804,1739,1695,44,461684,424117,37567
1805,3749,3734,15,900381,886428,13953
1806,4634,4626,8,1174842,1156321,18521
1807,274,270,4,85757,77381,8376
1808,1696,1692,4,423671,415362,8309
1809,1483,1479,4,363964,354163,9801
1810,67,66,1,38535,34404,4131
1811,29,22,7,37956,28106,9850
1812,29,23,6,24286,16405,7881
1813,15,7,8,9274,5952,3322
1814,449,444,5,110692,105824,4868
1815,1184,1180,4,279649,277925,1724
1816,1488,1479,9,359443,348491,10952
1817,1760,1758,2,442750,438006,4744
1818,356,354,2,93376,87600,5776
1819,103,102,1,30891,27524,3367
1820,1182,1182,0,297476,297476,0
1821,617,613,4,160844,156866,3978
1822,1000,999,1,255584,252923,2661
1823,599,598,1,152042,151943,99
1824,8,7,1,8154,7939,215
1825,2,2,0,1081,1081,0
1826,157,154,3,39823,38438,1385
1827,345,345,0,74874,74874,0
1828,468,468,0,111984,111984,0
1829,598,598,0,149896,149896,0
1830,680,673,7,165007,160284,4723
1831,666,635,31,171382,142536,28846
1832,1248,1213,35,308173,274440,33733
1833,2355,2304,51,567259,528117,39142
1834,1845,1768,77,449322,390148,59174
1835,3008,2962,46,703626,661976,41650
1836,2492,2429,63,558727,511524,47203
1837,3457,3457,0,918096,918096,0
1838,2640,2595,45,732511,699978,32533
1839,775,698,77,229015,174520,54495
1840,950,938,12,215779,207986,7793
1841,1274,1273,1,541400,540480,920
1842,1683,1683,0,623373,623373,0
1843,2383,2383,0,1228927,1228927,0
1844,881,843,38,309868,273116,36752
1845,51,7,44,54254,12142,42112
1846,978,942,36,283206,243976,39230
1847,839,792,47,253219,204721,48498
1848,79,5,74,79791,8691,71100
1849,59,4,55,52216,5769,46447
1850,481,481,0,143673,143673,0
1851,1071,1071,0,313560,313560,0
1852,179,179,0,51610,51610,0
1853,1,0,1,336,0,336
1854,1,0,1,217,0,217
1855,1368,1368,0,339600,339600,0
1856,1067,1067,0,265810,265810,0
1857,2307,2307,0,574009,574009,0
1858,3074,3074,0,767316,767316,0
1859,2076,2075,1,569260,568636,624
1860,528,528,0,149875,149875,0
1861,3197,3195,2,792541,790692,1849
1862,3130,3126,4,786063,780043,6020
1863,2260,2255,5,568638,561778,6860
1864,10,9,1,10328,9675,653
1865,5,3,2,8249,5509,2740
1866,10,5,5,20576,9684,10892
1867,1275,1273,2,321315,319576,1739
1868,2741,2739,2,783010,780783,2227
1869,5332,5327,5,1371071,1365577,5494
1870,4414,4413,1,1173837,1173008,829
1871,5461,5452,9,1435820,1432907,2913
1872,3819,3818,1,950891,950265,626
1873,2498,2496,2,609401,606747,2654
1874,2243,2239,4,557690,535426,22264
1875,1627,1617,10,398810,360753,38057
1876,2049,2044,5,532109,509765,22344
1877,3302,3299,3,894635,879409,15226
1878,1603,1602,1,514698,512980,1718
1879,1043,1038,5,297164,285762,11402
1880,1442,1435,7,433192,417711,15481
1881,1946,1939,7,541803,534455,7348
1882,2330,2326,4,648725,644276,4449
1883,1946,1944,2,571926,567037,4889
1884,1881,1878,3,544539,544127,412
1885,2047,2044,3,589912,589022,890
1886,1227,1219,8,361720,355255,6465
1887,2070,2067,3,601640,600192,1448
1888,2654,2649,5,770550,767464,3086
1889,2749,2745,4,769880,767278,2602
1890,2698,2688,10,685345,677549,7796
1891,1062,1056,6,277478,270540,6938
1892,11,10,1,3436,3287,149
1893,1021,1011,10,306560,297778,8782
1894,867,850,17,283466,245184,38282
1895,1595,1584,11,477370,456710,20660
1896,1129,1123,6,347819,329527,18292
1897,1795,1791,4,526462,520315,6147
1898,1527,1521,6,449119,442255,6864
1899,3362,3358,4,979201,970966,8235
1900,2498,2498,0,716719,716719,0
1901,2491,2489,2,700207,700101,106
1902,2028,2020,8,601262,584543,16719
1903,4019,4005,14,1135571,1117662,17909
1904,2683,2678,5,719533,709380,10153
1905,3908,3906,2,982242,979522,2720
1906,5993,5986,7,1537931,1523959,13972
1907,5630,5624,6,1460695,1451813,8882
1908,4855,4852,3,1277454,1271130,6324
1909,4522,4518,4,1162799,1159463,3336
1910,3767,3761,6,956695,945316,11379
1911,3549,3538,11,969915,957418,12497
1912,959,952,7,251745,239553,12192
1913,1433,1429,4,293949,288933,5016
1914,1131,1126,5,231796,220345,11451
1915,1059,1057,2,197373,196391,982
1916,2343,2343,0,576948,576948,0
1917,2231,2231,0,593796,593796,0
1918,2689,2685,4,663574,652121,11453
1919,4539,4536,3,1178980,1171100,7880
1920,4230,4228,2,1101255,1095449,5806
1921,2444,2443,1,589964,586442,3522
1922,2581,2573,8,666881,659325,7556
1923,2013,2012,1,621710,620916,794
1924,1032,1030,2,444517,443011,1506
1925,1026,1026,0,437887,437887,0
1926,356,356,0,156324,156324,0
1927,13,10,3,18010,15119,2891
1928,138,137,1,66862,65111,1751
1929,956,956,0,408529,408529,0
1930,655,655,0,282829,282829,0
1931,9,8,1,13927,13071,856
1932,9,9,0,10466,10466,0
1933,995,995,0,422447,422447,0
1934,2458,2458,0,903080,903080,0
1935,1734,1734,0,638945,638945,0
1936,1734,1734,0,638945,638945,0
1937,461,461,0,193275,193275,0
1938,1919,1919,0,690511,690511,0
1939,1070,1070,0,265149,265149,0
1940,2,0,2,4515,0,4515
1941,2,0,2,4515,0,4515
1942,330,330,0,139629,139629,0
1943,1456,1456,0,611221,611221,0
1944,1258,1258,0,528056,528056,0
1945,915,915,0,380355,380355,0
1946,1220,1220,0,503723,503723,0
1947,540,540,0,112282,112282,0
1948,826,826,0,171715,171715,0
1949,1547,1547,0,424659,424659,0
1950,1813,1813,0,477938,477938,0
1951,90,90,0,22192,22192,0
1952,1214,1214,0,508015,508015,0
1953,1471,1471,0,614983,614983,0
1954,2421,2421,0,1011581,1011581,0
1955,70,70,0,29054,29054,0
1956,1,0,1,799,0,799
1957,1,0,1,1224,0,1224
1958,4,4,0,2136,2136,0
1959,6,5,1,6057,5600,457
1960,6,6,0,6605,6605,0
1961,677,673,4,299509,294441,5068
1962,1589,1589,0,564948,564948,0
1963,3795,3792,3,1284462,1281695,2767
1964,4404,4397,7,1364766,1355813,8953
1965,2498,2485,13,737011,725531,11480
1966,934,921,13,244973,231922,13051
1967,20,1,19,18473,955,17518
1968,528,510,18,113117,94948,18169
1969,733,727,6,141487,136128,5359
1970,618,617,1,129924,128840,1084
1971,2784,2784,0,803547,803547,0
1972,2773,2772,1,813108,813006,102
1973,2073,2073,0,598004,598004,0
1974,2386,2384,2,1056651,1055485,1166
1975,3107,3105,2,1224563,1221544,3019
1976,2553,2550,3,1042920,1031656,11264
1977,3610,3609,1,1298588,1292417,6171
1978,5385,5379,6,1642961,1635078,7883
1979,3780,3775,5,1302454,1297136,5318
1980,2680,2669,11,1098906,1080131,18775
1981,2323,2316,7,970134,958473,11661
1982,2816,2810,6,978749,968349,10400
1983,1655,1648,7,598414,592004,6410
1984,2009,1997,12,605871,594600,11271
1985,1232,1227,5,480421,473024,7397
1986,1751,1748,3,602242,600461,1781
1987,2912,2908,4,973868,967399,6469
1988,4192,4190,2,1178110,1176995,1115
1989,3919,3919,0,1031952,1031952,0
1990,3052,3050,2,943836,942333,1503
1991,3724,3719,5,1129957,1117080,12877
1992,2653,2648,5,751836,747449,4387
1993,3726,3718,8,1055634,1048713,6921
1994,3131,3128,3,942410,939483,2927
1995,1937,1934,3,634743,626252,8491
1996,2278,2272,6,739338,734935,4403
1997,2397,2393,4,762428,754252,8176
1998,2355,2354,1,810002,809336,666
1999,1765,1764,1,595554,594966,588
2000,1488,1486,2,493648,492775,873
2001,1955,1953,2,669889,665596,4293
2002,2561,2557,4,837831,830917,6914
2003,3426,3422,4,778450,771827,6623
2004,3722,3719,3,836401,834929,1472
2005,3877,3874,3,894367,890069,4298
2006,2309,2307,2,653876,652255,1621
2007,3154,3150,4,921326,919382,1944
2008,3191,3187,4,933825,928349,5476
2009,2164,2156,8,740095,728764,11331
2010,3739,3734,5,1248209,1239090,9119
2011,2256,2254,2,768510,766131,2379
2012,2160,2158,2,728546,727642,904
2013,2840,2835,5,890179,886482,3697
2014,1900,1892,8,617192,607790,9402
2015,2756,2753,3,918217,917678,539
2016,2363,2362,1,726308,725517,791
2017,740,740,0,165075,165075,0
2018,180,178,2,79621,75485,4136
2019,436,434,2,304234,303749,485
2020,1202,1202,0,385020,385020,0
2021,1127,1127,0,241609,241609,0
2022,1474,1473,1,473908,473766,142
2023,1566,1566,0,710790,710790,0
2024,1406,1404,2,684590,684182,408
2025,806,806,0,584419,584419,0
2026,2284,2284,0,947818,947818,0
2027,2316,2316,0,737630,737630,0
2028,1896,1896,0,616263,616263,0
2029,1576,1575,1,623800,623481,319
2030,384,384,0,278277,278277,0
2031,2,2,0,3673,3673,0
2032,2,2,0,3021,3021,0
2033,85,85,0,62359,62359,0
2034,401,401,0,291388,291388,0
2035,382,382,0,278834,278834,0
2036,814,814,0,586702,586702,0
2037,958,957,1,660482,659613,869
2038,1664,1663,1,638833,637018,1815
2039,944,944,0,453276,453276,0
2040,438,437,1,315714,315433,281
2041,359,359,0,263735,263735,0
2042,487,486,1,352550,350238,2312
2043,383,382,1,278180,274891,3289
2044,117,117,0,84083,84083,0
2045,378,378,0,274836,274836,0
2046,495,495,0,355850,355850,0
2047,427,427,0,306046,306046,0
2048,1172,1172,0,487311,487311,0
2049,1630,1627,3,535280,530781,4499
2050,1373,1371,2,544557,539781,4776
2051,1697,1697,0,598633,598633,0
2052,1534,1531,3,609949,607662,2287
2053,1530,1526,4,617050,615682,1368
2054,1547,1544,3,628684,627548,1136
2055,1073,1057,16,617854,602393,15461
2056,736,715,21,546228,523237,22991
2057,386,358,28,297606,265664,31942
2058,1940,1906,34,764617,727483,37134
2059,3886,3862,24,1357347,1333983,23364
2060,3745,3729,16,1286750,1271214,15536
2061,3810,3795,15,1479859,1463388,16471
2062,1770,1749,21,765765,746628,19137
2063,1866,1854,12,840243,819928,20315
2064,1574,1568,6,797800,789999,7801
2065,877,874,3,636800,633440,3360
2066,912,907,5,659161,653358,5803
2067,885,883,2,638438,635815,2623
2068,1723,1718,5,1216134,1211173,4961
2069,966,963,3,688805,682967,5838
2070,1240,1236,4,882057,876747,5310
2071,1617,1605,12,1161577,1142084,19493
2072,1459,1450,9,1041728,1031812,9916
2073,995,990,5,714234,708953,5281
2074,1268,1260,8,775141,766493,8648
2075,1325,1314,11,833743,811354,22389
2076,1963,1954,9,1072922,1059510,13412
2077,2292,2273,19,974618,928182,46436
2078,1449,1425,24,618977,562290,56687
2079,1191,1182,9,482924,471998,10926
2080,423,416,7,284078,279101,4977
2081,575,554,21,407899,376066,31833
2082,687,669,18,396174,357328,38846
2083,1600,1574,26,597516,561632,35884
2084,1724,1698,26,685579,655117,30462
2085,1315,1296,19,561365,538986,22379
2086,1347,1342,5,559090,555022,4068
2087,498,478,20,376454,350466,25988
2088,438,435,3,305623,304237,1386
2089,457,454,3,327906,321707,6199
2090,487,485,2,345481,344293,1188
2091,1339,1332,7,945195,936439,8756
2092,1052,1044,8,746462,737223,9239
2093,1152,1145,7,819094,811632,7462
2094,167,165,2,119079,117647,1432
2095,654,645,9,457290,451653,5637
2096,1129,1112,17,796553,786865,9688
2097,1340,1331,9,947012,940387,6625
2098,1779,1747,32,1080503,1050382,30121
2099,2676,2668,8,1414441,1403324,11117
2100,2632,2622,10,1275444,1264005,11439
2101,3430,3406,24,1198066,1178037,20029
2102,2509,2501,8,798421,784225,14196
2103,3723,3717,6,1118698,1107983,10715
2104,3448,3395,53,1113563,1048013,65550
2105,3690,3685,5,912465,908764,3701
2106,766,757,9,196033,183635,12398
2107,21,12,9,19970,8155,11815
2108,82,74,8,60414,50385,10029
2109,914,913,1,207323,206342,981
2110,462,456,6,122087,99511,22576
2111,1127,1121,6,295869,245715,50154
2112,1229,1225,4,295254,268413,26841
2113,350,344,6,87074,82063,5011
2114,439,436,3,315321,313143,2178
2115,1339,1339,0,509543,509543,0
2116,1536,1536,0,549275,549275,0
2117,1312,1311,1,476629,476172,457
2118,1820,1818,2,638424,636427,1997
2119,1252,1252,0,466435,466435,0
2120,1579,1579,0,573331,573331,0
2121,799,799,0,369196,369196,0
2122,739,739,0,157179,157179,0
2123,1046,1046,0,222743,222743,0
2124,950,949,1,205411,205155,256
2125,1039,1039,0,222200,222200,0
2126,1258,1257,1,265394,265330,64
2127,1249,1249,0,265877,265877,0
2128,1343,1342,1,416970,415603,1367
2129,1602,1602,0,577635,577635,0
2130,1438,1438,0,531609,531609,0
2131,823,823,0,398209,398209,0
2132,526,526,0,370426,370426,0
2133,399,399,0,284292,284292,0
2134,440,440,0,312735,312735,0
2135,441,441,0,310614,310614,0
2136,441,441,0,310614,310614,0
2137,441,441,0,310614,310614,0
2138,441,441,0,310614,310614,0
2139,441,441,0,310614,310614,0
2140,441,441,0,310614,310614,0
2141,441,441,0,310614,310614,0
2142,319,319,0,225040,225040,0
2143,599,599,0,421030,421030,0
2144,549,549,0,386061,386061,0
2145,588,588,0,419216,419216,0
2146,574,573,1,404233,401808,2425
2147,541,540,1,381894,381146,748
2148,297,295,2,205965,205367,598
2149,16,13,3,7394,5058,2336
2150,576,570,6,128509,125090,3419
2151,2662,2653,9,641219,625749,15470
2152,1166,1157,9,299126,291881,7245
2153,1385,1382,3,363950,360186,3764
2154,1774,1752,22,483803,460595,23208
2155,1569,1541,28,559787,533420,26367
2156,734,728,6,350098,346218,3880
2157,1300,1284,16,531060,518511,12549
2158,1728,1717,11,683399,672594,10805
2159,1563,1559,4,584783,583598,1185
2160,1252,1249,3,505596,503211,2385
2161,707,706,1,465177,462907,2270
2162,637,636,1,307887,307249,638
2163,10,10,0,10333,10333,0
2164,22,15,7,19019,10673,8346
2165,12,8,4,14060,6595,7465
2166,201,188,13,62389,48139,14250
2167,943,903,40,250831,203396,47435
2168,972,948,24,266468,202097,64371
2169,608,596,12,297967,260652,37315
2170,1438,1420,18,558931,536105,22826
2171,856,841,15,450566,430389,20177
2172,1433,1424,9,582125,575307,6818
2173,1575,1562,13,598353,584448,13905
2174,2118,2089,29,733755,691282,42473
2175,661,648,13,390319,378622,11697
2176,439,418,21,307486,291003,16483
2177,108,92,16,113603,92769,20834
2178,62,48,14,52929,30189,22740
2179,47,32,15,43589,24703,18886
2180,51,33,18,53438,28709,24729
2181,24,17,7,32094,19765,12329
2182,40,27,13,42440,22037,20403
2183,412,408,4,288345,286463,1882
2184,319,317,2,225506,219699,5807
2185,548,544,4,396470,388468,8002
2186,560,547,13,401951,390680,11271
2187,508,503,5,357524,348847,8677
2188,539,532,7,377164,367076,10088
2189,477,470,7,340280,331520,8760
2190,283,269,14,208772,189227,19545
2191,103,59,44,118933,63873,55060
2192,54,41,13,49966,34027,15939
2193,144,84,60,131387,67355,64032
2194,106,90,16,97650,84937,12713
2195,44,28,16,42829,23707,19122
2196,347,291,56,195727,135358,60369
2197,1202,1180,22,467304,434856,32448
2198,751,742,9,380814,361741,19073
2199,519,515,4,386554,379094,7460
2200,535,526,9,388570,373907,14663
2201,561,526,35,472349,369644,102705
2202,526,515,11,405498,370655,34843
2203,491,487,4,342263,339955,2308
2204,314,303,11,222892,206921,15971
2205,48,34,14,44901,22237,22664
2206,45,43,2,33368,29362,4006
2207,9,6,3,5334,3276,2058
2208,9,3,6,4869,1706,3163
2209,15,1,14,21944,1469,20475
2210,3,2,1,4396,3612,784
2211,6,0,6,5753,0,5753
2212,16,6,10,19341,9730,9611
2213,2,2,0,596,596,0
2214,379,379,0,262340,262340,0
2215,501,501,0,350400,350400,0
2216,521,521,0,363148,363148,0
2217,531,531,0,368751,368751,0
2218,483,483,0,336584,336584,0
2219,691,691,0,339878,339878,0
2220,1572,1572,0,573334,573334,0
2221,144,144,0,100045,100045,0
2222,4,4,0,2381,2381,0
2223,6,6,0,7599,7599,0
2224,18,18,0,28428,28428,0
2225,15,15,0,20327,20327,0
2226,14,14,0,19930,19930,0
2227,46,46,0,36011,36011,0
2228,482,482,0,340785,340785,0
2229,380,380,0,267278,267278,0
2230,561,561,0,392342,392342,0
2231,566,566,0,398600,398600,0
2232,543,543,0,381890,381890,0
2233,591,591,0,412213,412213,0
2234,319,319,0,224056,224056,0
2235,319,319,0,224056,224056,0
2236,1,1,0,1503,1503,0
2237,1,1,0,1503,1503,0
2238,1,1,0,1503,1503,0
2239,1,1,0,1503,1503,0
2240,1,1,0,1503,1503,0
2241,679,679,0,359381,359381,0
2242,1622,1622,0,572569,572569,0
2243,548,543,5,388269,377877,10392
2244,521,520,1,367616,366883,733
2245,508,505,3,360426,359217,1209
2246,520,512,8,378786,369508,9278
2247,539,524,15,403113,379010,24103
2248,114,95,19,106072,77191,28881
2249,86,42,44,88820,50534,38286
2250,182,51,131,144147,39791,104356
2251,65,38,27,66030,37397,28633
2252,56,35,21,58918,28129,30789
2253,97,42,55,85109,30917,54192
2254,61,31,30,50945,26907,24038
2255,126,29,97,86828,18938,67890
2256,65,17,48,53190,9741,43449
2257,496,475,21,94876,76151,18725
2258,1199,1118,81,233523,167851,65672
2259,1122,1021,101,222655,150947,71708
2260,974,898,76,213844,143014,70830
2261,1057,893,164,259456,129993,129463
2262,161,21,140,124452,19706,104746
2263,113,24,89,106528,27920,78608
2264,152,32,120,124799,32103,92696
2265,54,22,32,54016,15178,38838
2266,137,25,112,118098,25353,92745
2267,721,653,68,205061,146617,58444
2268,805,781,24,218625,181717,36908
2269,60,37,23,91102,49637,41465
2270,162,43,119,109677,38322,71355
2271,294,61,233,161810,54324,107486
2272,74,43,31,81435,45407,36028
2273,117,74,43,107660,60624,47036
2274,174,124,50,110740,58814,51926
2275,139,108,31,98367,49560,48807
2276,129,62,67,101913,57351,44562
2277,67,36,31,88583,42847,45736
2278,50,27,23,72246,17860,54386
2279,42,22,20,79514,17310,62204
2280,47,20,27,55956,12594,43362
2281,40,10,30,54542,9639,44903
2282,64,13,51,75605,8757,66848
