run_id,trace,framework,sweep,num_dcs,target_util,large_frac,distribution,prediction_noise,run,scope,status,epochs_completed,epochs_expected,metric_source,avg_ttft_s,total_carbon_kg,total_water_m3,total_energy_usd,total_energy_kwh,avg_epoch_phv,elapsed_min,exit_code,start_time,end_time,command
90,burstgpt,hybrid,util_sweep,8,1.05,0.75,even,0.00,5,run,ok,96,96,final-report,2.312929,23903.432,1795822.0437,8149.571,77983.648,35601618701763.12,5.10,0,2026-06-13T15:09:58,2026-06-13T15:16:05,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 1.05 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util1.05|lf0.75|even|noise0.00
91,burstgpt,parliament,mix_sweep,8,0.95,0.00,even,0.00,1,run,ok,96,96,final-report,1.099918,39761.626,2572319.3173,15630.444,111287.969,,90.08,0,2026-06-13T15:16:05,2026-06-13T16:46:10,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.00|even|noise0.00
92,burstgpt,parliament,mix_sweep,8,0.95,0.00,even,0.00,2,run,ok,96,96,final-report,1.066433,39746.922,2151307.5321,15951.687,109016.738,,90.16,0,2026-06-13T16:46:10,2026-06-13T18:16:19,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.00|even|noise0.00
93,burstgpt,parliament,mix_sweep,8,0.95,0.00,even,0.00,3,run,ok,96,96,final-report,1.152407,37852.481,2093106.4152,15736.674,105161.117,,90.26,0,2026-06-13T18:16:19,2026-06-13T19:46:35,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.00|even|noise0.00
94,burstgpt,parliament,mix_sweep,8,0.95,0.00,even,0.00,4,run,ok,96,96,final-report,1.128556,42285.387,2380255.5083,16090.912,114832.402,,89.75,0,2026-06-13T19:46:35,2026-06-13T21:16:20,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.00|even|noise0.00
95,burstgpt,parliament,mix_sweep,8,0.95,0.00,even,0.00,5,run,ok,96,96,final-report,1.105041,38712.412,2159030.3341,16448.321,107895.427,,89.53,0,2026-06-13T21:16:20,2026-06-13T22:45:52,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.00|even|noise0.00
96,burstgpt,hybrid,mix_sweep,8,0.95,0.00,even,0.00,1,run,ok,96,96,final-report,1.198028,23334.838,1746514.3505,7969.207,76078.286,28895908707482.12,8.49,0,2026-06-13T22:45:52,2026-06-13T22:55:22,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.00|even|noise0.00
97,burstgpt,hybrid,mix_sweep,8,0.95,0.00,even,0.00,2,run,ok,96,96,final-report,1.198028,23334.838,1746514.3505,7969.207,76078.286,28895908707482.12,8.58,0,2026-06-13T22:55:22,2026-06-13T23:04:58,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.00|even|noise0.00
98,burstgpt,hybrid,mix_sweep,8,0.95,0.00,even,0.00,3,run,ok,96,96,final-report,1.198028,23334.838,1746514.3505,7969.207,76078.286,28895908707482.12,8.55,0,2026-06-13T23:04:58,2026-06-13T23:14:32,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.00|even|noise0.00
99,burstgpt,hybrid,mix_sweep,8,0.95,0.00,even,0.00,4,run,ok,96,96,final-report,1.198028,23334.838,1746514.3505,7969.207,76078.286,28895908707482.12,8.53,0,2026-06-13T23:14:32,2026-06-13T23:24:04,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.00|even|noise0.00
100,burstgpt,hybrid,mix_sweep,8,0.95,0.00,even,0.00,5,run,ok,96,96,final-report,1.198028,23334.838,1746514.3505,7969.207,76078.286,28895908707482.12,8.53,0,2026-06-13T23:24:04,2026-06-13T23:33:36,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.00|even|noise0.00
101,burstgpt,parliament,mix_sweep,8,0.95,0.25,even,0.00,1,run,ok,96,96,final-report,1.415877,42829.842,2115107.4138,17857.500,117066.804,,71.68,0,2026-06-13T23:33:36,2026-06-14T00:45:17,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.25|even|noise0.00
102,burstgpt,parliament,mix_sweep,8,0.95,0.25,even,0.00,2,run,ok,96,96,final-report,1.423560,35514.272,1845141.2872,14982.735,97167.389,,72.35,0,2026-06-14T00:45:17,2026-06-14T01:57:38,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.25|even|noise0.00
103,burstgpt,parliament,mix_sweep,8,0.95,0.25,even,0.00,3,run,ok,96,96,final-report,1.387870,37716.516,1874480.7776,16489.680,105513.252,,72.02,0,2026-06-14T01:57:38,2026-06-14T03:09:40,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.25|even|noise0.00
104,burstgpt,parliament,mix_sweep,8,0.95,0.25,even,0.00,4,run,ok,96,96,final-report,1.380365,42028.735,2139150.5341,16995.361,114404.916,,72.44,0,2026-06-14T03:09:40,2026-06-14T04:22:06,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.25|even|noise0.00
105,burstgpt,parliament,mix_sweep,8,0.95,0.25,even,0.00,5,run,ok,96,96,final-report,1.497703,38748.834,2124437.6518,16625.230,109353.987,,72.08,0,2026-06-14T04:22:06,2026-06-14T05:34:11,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.25|even|noise0.00
106,burstgpt,hybrid,mix_sweep,8,0.95,0.25,even,0.00,1,run,ok,96,96,final-report,1.625261,23496.499,1762772.2771,8016.167,76651.498,34018007459121.57,6.40,0,2026-06-14T05:34:11,2026-06-14T05:41:36,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.25|even|noise0.00
107,burstgpt,hybrid,mix_sweep,8,0.95,0.25,even,0.00,2,run,ok,96,96,final-report,1.625261,23496.499,1762772.2771,8016.167,76651.498,34018007459121.57,6.54,0,2026-06-14T05:41:36,2026-06-14T05:49:10,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.25|even|noise0.00
108,burstgpt,hybrid,mix_sweep,8,0.95,0.25,even,0.00,3,run,ok,96,96,final-report,1.625261,23496.499,1762772.2771,8016.167,76651.498,34018007459121.57,6.39,0,2026-06-14T05:49:10,2026-06-14T05:56:35,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.25|even|noise0.00
109,burstgpt,hybrid,mix_sweep,8,0.95,0.25,even,0.00,4,run,ok,96,96,final-report,1.625261,23496.499,1762772.2771,8016.167,76651.498,34018007459121.57,6.32,0,2026-06-14T05:56:35,2026-06-14T06:03:56,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.25|even|noise0.00
110,burstgpt,hybrid,mix_sweep,8,0.95,0.25,even,0.00,5,run,ok,96,96,final-report,1.625261,23496.499,1762772.2771,8016.167,76651.498,34018007459121.57,6.51,0,2026-06-14T06:03:56,2026-06-14T06:11:28,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.25|even|noise0.00
111,burstgpt,parliament,mix_sweep,8,0.95,0.50,even,0.00,1,run,ok,96,96,final-report,1.828244,36299.810,1735427.0629,15255.650,98833.327,,61.64,0,2026-06-14T06:11:28,2026-06-14T07:13:07,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.50|even|noise0.00
112,burstgpt,parliament,mix_sweep,8,0.95,0.50,even,0.00,2,run,ok,96,96,final-report,1.730379,35721.711,1739244.1563,16144.757,100976.644,,62.30,0,2026-06-14T07:13:07,2026-06-14T08:15:25,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.50|even|noise0.00
113,burstgpt,parliament,mix_sweep,8,0.95,0.50,even,0.00,3,run,ok,96,96,final-report,1.748749,38672.829,2027579.8090,16667.516,109523.869,,62.14,0,2026-06-14T08:15:25,2026-06-14T09:17:33,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.50|even|noise0.00
114,burstgpt,parliament,mix_sweep,8,0.95,0.50,even,0.00,4,run,ok,96,96,final-report,1.684070,33777.007,1703243.3077,14782.460,94571.339,,62.39,0,2026-06-14T09:17:33,2026-06-14T10:19:57,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.50|even|noise0.00
115,burstgpt,parliament,mix_sweep,8,0.95,0.50,even,0.00,5,run,ok,96,96,final-report,1.754718,37843.433,1939660.4239,14931.892,101314.765,,63.01,0,2026-06-14T10:19:57,2026-06-14T11:22:58,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.50|even|noise0.00
116,burstgpt,hybrid,mix_sweep,8,0.95,0.50,even,0.00,1,run,ok,96,96,final-report,1.983105,23555.775,1769183.5759,8031.022,76880.370,32779730288126.30,5.44,0,2026-06-14T11:22:58,2026-06-14T11:29:25,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.50|even|noise0.00
117,burstgpt,hybrid,mix_sweep,8,0.95,0.50,even,0.00,2,run,ok,96,96,final-report,1.983105,23555.775,1769183.5759,8031.022,76880.370,32779730288126.30,5.43,0,2026-06-14T11:29:25,2026-06-14T11:35:52,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.50|even|noise0.00
118,burstgpt,hybrid,mix_sweep,8,0.95,0.50,even,0.00,3,run,ok,96,96,final-report,1.983105,23555.775,1769183.5759,8031.022,76880.370,32779730288126.30,5.40,0,2026-06-14T11:35:52,2026-06-14T11:42:17,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.50|even|noise0.00
119,burstgpt,hybrid,mix_sweep,8,0.95,0.50,even,0.00,4,run,ok,96,96,final-report,1.983105,23555.775,1769183.5759,8031.022,76880.370,32779730288126.30,5.50,0,2026-06-14T11:42:17,2026-06-14T11:48:48,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.50|even|noise0.00
120,burstgpt,hybrid,mix_sweep,8,0.95,0.50,even,0.00,5,run,ok,96,96,final-report,1.983105,23555.775,1769183.5759,8031.022,76880.370,32779730288126.30,5.39,0,2026-06-14T11:48:48,2026-06-14T11:55:12,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework hybrid --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf0.50|even|noise0.00
121,burstgpt,parliament,mix_sweep,8,0.95,1.00,even,0.00,1,run,ok,96,96,final-report,4.082153,33578.704,1741178.4983,15788.537,100671.564,,41.78,0,2026-06-14T11:55:12,2026-06-14T12:36:59,/home/sirui/anaconda3/bin/python3 -u simulator_LLM.py --framework parliament --epoch 96 --num-dcs 8 --target-util 0.95 --autoscale-mode global_peak --autoscale-max-drop 0.02 --autoscale-max-mult 1500000 --autoscale-max-rows 16000000 --autoscale-search-steps 9 --distribution even --autoscale-target-token-scale 50.000000 --autoscale-plan-cache experiment_results/autoscale_plans.json --autoscale-plan-key burstgpt|dcs8|util0.95|lf1.00|even|noise0.00
