num_GPUs,Mem_Size,Llama7b_Process,Llama70b_Process,Llama2_70B_Process,Llama31_405B_Process,Mixtral_8x7B_Process,DeepSeek_R1_Process,prefill_token_size,gen_token_size,batch_size,TDP,Model_Variant,Scenario_Type
8,288GB,,439,439,2280,272,11401,0,0,64,4000,FP16 (Base) (70B),Chat
8,288GB,206,,,,,,0,0,64,4000,MXFP4,Novel
8,288GB,,1798,1798,9349,1115,46745,0,0,64,4000,MXFP4 (70B),Novel
8,288GB,278,,,,,,0,0,64,4000,FP8,Novel
8,288GB,,2427,2427,12621,1505,63105,0,0,64,4000,FP8 (70B),Novel
8,288GB,411,,,,,,0,0,64,4000,FP16 (Base),Novel
8,288GB,,3596,3596,18698,2229,93489,0,0,64,4000,FP16 (Base) (70B),Novel
8,288GB,30,,,,,,0,0,64,4000,MXFP4,Summarization
8,288GB,,265,265,1380,164,6898,0,0,64,4000,MXFP4 (70B),Summarization
8,288GB,41,,,,,,0,0,64,4000,FP8,Summarization
8,288GB,,358,358,1862,222,9312,0,0,64,4000,FP8 (70B),Summarization
8,288GB,61,,,,,,0,0,64,4000,FP16 (Base),Summarization
8,288GB,,531,531,2759,329,13795,0,0,64,4000,FP16 (Base) (70B),Summarization
8,288GB,43,,,,,,0,0,256,4000,MXFP4,Chat
8,288GB,,380,380,1976,236,9881,0,0,256,4000,MXFP4 (70B),Chat
8,288GB,59,,,,,,0,0,256,4000,FP8,Chat
8,288GB,,513,513,2668,318,13339,0,0,256,4000,FP8 (70B),Chat
8,288GB,87,,,,,,0,0,256,4000,FP16 (Base),Chat
8,288GB,,760,760,3952,471,19762,0,0,256,4000,FP16 (Base) (70B),Chat
8,288GB,356,,,,,,0,0,256,4000,MXFP4,Novel
8,288GB,,3116,3116,16205,1932,81024,0,0,256,4000,MXFP4 (70B),Novel
8,288GB,481,,,,,,0,0,256,4000,FP8,Novel
8,288GB,,4207,4207,21877,2608,109383,0,0,256,4000,FP8 (70B),Novel
8,288GB,713,,,,,,0,0,256,4000,FP16 (Base),Novel
8,288GB,,6233,6233,32410,3864,162048,0,0,256,4000,FP16 (Base) (70B),Novel
8,288GB,53,,,,,,0,0,256,4000,MXFP4,Summarization
8,288GB,,460,460,2391,285,11956,0,0,256,4000,MXFP4 (70B),Summarization
8,288GB,71,,,,,,0,0,256,4000,FP8,Summarization
8,288GB,,621,621,3228,385,16141,0,0,256,4000,FP8 (70B),Summarization
8,288GB,105,,,,,,0,0,256,4000,FP16 (Base),Summarization
8,288GB,,920,920,4782,570,23912,0,0,256,4000,FP16 (Base) (70B),Summarization
