num_GPUs,Mem_Size,Llama7b_Process,Llama70b_Process,Llama2_70B_Process,Llama31_405B_Process,Mixtral_8x7B_Process,DeepSeek_R1_Process,prefill_token_size,gen_token_size,batch_size,TDP,Model_Variant,Scenario_Type
4,141GB,,8814,8814,126042,6346,652244,0,0,256,2800,FP4 (70B),Novel
4,141GB,229,,,,,,0,0,256,2800,FP8,Summarization
4,141GB,,2001,2001,28614,1441,148070,0,0,256,2800,FP8 (70B),Summarization
4,141GB,355,,,,,,0,0,256,2800,FP16 (Base),Summarization
4,141GB,,3101,3101,44351,2233,229509,0,0,256,2800,FP16 (Base) (70B),Summarization
4,141GB,149,,,,,,0,0,256,2800,FP4,Summarization
4,141GB,,1301,1301,18599,936,96246,0,0,256,2800,FP4 (70B),Summarization
8,141GB,46,,,,,,0,0,1,5600,FP8,Chat
8,141GB,,404,404,5775,291,29883,0,0,1,5600,FP8 (70B),Chat
8,141GB,72,,,,,,0,0,1,5600,FP16 (Base),Chat
8,141GB,,626,626,8951,451,46319,0,0,1,5600,FP16 (Base) (70B),Chat
8,141GB,30,,,,,,0,0,1,5600,FP4,Chat
8,141GB,,262,262,3754,189,19424,0,0,1,5600,FP4 (70B),Chat
8,141GB,379,,,,,,0,0,1,5600,FP8,Novel
8,141GB,,3311,3311,47353,2384,245043,0,0,1,5600,FP8 (70B),Novel
8,141GB,587,,,,,,0,0,1,5600,FP16 (Base),Novel
8,141GB,,5133,5133,73397,3696,379817,0,0,1,5600,FP16 (Base) (70B),Novel
8,141GB,246,,,,,,0,0,1,5600,FP4,Novel
8,141GB,,2152,2152,30779,1550,159278,0,0,1,5600,FP4 (70B),Novel
8,141GB,56,,,,,,0,0,1,5600,FP8,Summarization
8,141GB,,489,489,6987,352,36159,0,0,1,5600,FP8 (70B),Summarization
8,141GB,87,,,,,,0,0,1,5600,FP16 (Base),Summarization
8,141GB,,757,757,10831,545,56046,0,0,1,5600,FP16 (Base) (70B),Summarization
8,141GB,36,,,,,,0,0,1,5600,FP4,Summarization
8,141GB,,318,318,4542,229,23503,0,0,1,5600,FP4 (70B),Summarization
8,141GB,50,,,,,,0,0,16,5600,FP8,Chat
8,141GB,,434,434,6208,313,32125,0,0,16,5600,FP8 (70B),Chat
8,141GB,77,,,,,,0,0,16,5600,FP16 (Base),Chat
8,141GB,,673,673,9622,484,49793,0,0,16,5600,FP16 (Base) (70B),Chat
8,141GB,32,,,,,,0,0,16,5600,FP4,Chat
8,141GB,,282,282,4035,203,20881,0,0,16,5600,FP4 (70B),Chat
8,141GB,407,,,,,,0,0,16,5600,FP8,Novel
8,141GB,,3560,3560,50904,2563,263422,0,0,16,5600,FP8 (70B),Novel
8,141GB,631,,,,,,0,0,16,5600,FP16 (Base),Novel
8,141GB,,5518,5518,78902,3973,408303,0,0,16,5600,FP16 (Base) (70B),Novel
8,141GB,265,,,,,,0,0,16,5600,FP4,Novel
8,141GB,,2314,2314,33088,1666,171224,0,0,16,5600,FP4 (70B),Novel
8,141GB,60,,,,,,0,0,16,5600,FP8,Summarization
8,141GB,,525,525,7512,378,38871,0,0,16,5600,FP8 (70B),Summarization
8,141GB,93,,,,,,0,0,16,5600,FP16 (Base),Summarization
8,141GB,,814,814,11643,586,60250,0,0,16,5600,FP16 (Base) (70B),Summarization
8,141GB,39,,,,,,0,0,16,5600,FP4,Summarization
8,141GB,,341,341,4882,246,25266,0,0,16,5600,FP4 (70B),Summarization
8,141GB,52,,,,,,0,0,64,5600,FP8,Chat
8,141GB,,454,454,6497,327,33619,0,0,64,5600,FP8 (70B),Chat
8,141GB,81,,,,,,0,0,64,5600,FP16 (Base),Chat
8,141GB,,704,704,10070,507,52109,0,0,64,5600,FP16 (Base) (70B),Chat
8,141GB,34,,,,,,0,0,64,5600,FP4,Chat
8,141GB,,295,295,4223,213,21852,0,0,64,5600,FP4 (70B),Chat
8,141GB,426,,,,,,0,0,64,5600,FP8,Novel
8,141GB,,3725,3725,53272,2682,275674,0,0,64,5600,FP8 (70B),Novel
8,141GB,660,,,,,,0,0,64,5600,FP16 (Base),Novel
8,141GB,,5774,5774,82572,4157,427294,0,0,64,5600,FP16 (Base) (70B),Novel
8,141GB,277,,,,,,0,0,64,5600,FP4,Novel
8,141GB,,2421,2421,34627,1743,179188,0,0,64,5600,FP4 (70B),Novel
8,141GB,63,,,,,,0,0,64,5600,FP8,Summarization
8,141GB,,550,550,7861,396,40679,0,0,64,5600,FP8 (70B),Summarization
8,141GB,97,,,,,,0,0,64,5600,FP16 (Base),Summarization
8,141GB,,852,852,12184,613,63052,0,0,64,5600,FP16 (Base) (70B),Summarization
8,141GB,41,,,,,,0,0,64,5600,FP4,Summarization
8,141GB,,357,357,5110,257,26441,0,0,64,5600,FP4 (70B),Summarization
8,141GB,90,,,,,,0,0,256,5600,FP8,Chat
8,141GB,,787,787,11261,567,58272,0,0,256,5600,FP8 (70B),Chat
8,141GB,140,,,,,,0,0,256,5600,FP16 (Base),Chat
8,141GB,,1221,1221,17454,879,90322,0,0,256,5600,FP16 (Base) (70B),Chat
8,141GB,59,,,,,,0,0,256,5600,FP4,Chat
8,141GB,,512,512,7319,369,37877,0,0,256,5600,FP4 (70B),Chat
8,141GB,738,,,,,,0,0,256,5600,FP8,Novel
8,141GB,,6457,6457,92338,4649,477834,0,0,256,5600,FP8 (70B),Novel
8,141GB,1144,,,,,,0,0,256,5600,FP16 (Base),Novel
8,141GB,,10009,10009,143124,7206,740643,0,0,256,5600,FP16 (Base) (70B),Novel
8,141GB,480,,,,,,0,0,256,5600,FP4,Novel
8,141GB,,4197,4197,60020,3022,310592,0,0,256,5600,FP4 (70B),Novel
8,141GB,109,,,,,,0,0,256,5600,FP8,Summarization
8,141GB,,953,953,13626,686,70510,0,0,256,5600,FP8 (70B),Summarization
8,141GB,169,,,,,,0,0,256,5600,FP16 (Base),Summarization
8,141GB,,1477,1477,21120,1063,109290,0,0,256,5600,FP16 (Base) (70B),Summarization
8,141GB,71,,,,,,0,0,256,5600,FP4,Summarization
8,141GB,,619,619,8857,446,45831,0,0,256,5600,FP4 (70B),Summarization
