num_GPUs,Mem_Size,Llama7b_Process,Llama70b_Process,Llama2_70B_Process,Llama31_405B_Process,Mixtral_8x7B_Process,DeepSeek_R1_Process,prefill_token_size,gen_token_size,batch_size,TDP,Model_Variant,Scenario_Type
1,192GB,94,,,,,,0,0,1,1200,FP4,Chat
1,192GB,,820,820,2869,475,,0,0,1,1200,FP4 (70B),Chat
1,192GB,117,,,,,,0,0,1,1200,FP8,Chat
1,192GB,,1025,1025,3586,594,,0,0,1,1200,FP8 (70B),Chat
1,192GB,187,,,,,,0,0,1,1200,FP16 (Base),Chat
1,192GB,,1639,1639,5738,951,,0,0,1,1200,FP16 (Base) (70B),Chat
1,192GB,768,,,,,,0,0,1,1200,FP4,Novel
1,192GB,,6721,6721,23524,3898,,0,0,1,1200,FP4 (70B),Novel
1,192GB,961,,,,,,0,0,1,1200,FP8,Novel
1,192GB,,8401,8401,29405,4873,,0,0,1,1200,FP8 (70B),Novel
1,192GB,1537,,,,,,0,0,1,1200,FP16 (Base),Novel
1,192GB,,13442,13442,47048,7797,,0,0,1,1200,FP16 (Base) (70B),Novel
1,192GB,113,,,,,,0,0,1,1200,FP4,Summarization
1,192GB,,992,992,3471,575,,0,0,1,1200,FP4 (70B),Summarization
1,192GB,142,,,,,,0,0,1,1200,FP8,Summarization
1,192GB,,1240,1240,4339,719,,0,0,1,1200,FP8 (70B),Summarization
1,192GB,227,,,,,,0,0,1,1200,FP16 (Base),Summarization
1,192GB,,1984,1984,6942,1150,,0,0,1,1200,FP16 (Base) (70B),Summarization
1,192GB,101,,,,,,0,0,16,1200,FP4,Chat
1,192GB,,881,881,3084,511,,0,0,16,1200,FP4 (70B),Chat
1,192GB,126,,,,,,0,0,16,1200,FP8,Chat
1,192GB,,1101,1101,3855,639,,0,0,16,1200,FP8 (70B),Chat
1,192GB,201,,,,,,0,0,16,1200,FP16 (Base),Chat
1,192GB,,1762,1762,6168,1022,,0,0,16,1200,FP16 (Base) (70B),Chat
1,192GB,826,,,,,,0,0,16,1200,FP4,Novel
1,192GB,,7225,7225,25288,4191,,0,0,16,1200,FP4 (70B),Novel
1,192GB,1033,,,,,,0,0,16,1200,FP8,Novel
1,192GB,,9032,9032,31611,5238,,0,0,16,1200,FP8 (70B),Novel
1,192GB,1652,,,,,,0,0,16,1200,FP16 (Base),Novel
1,192GB,,14451,14451,50577,8381,,0,0,16,1200,FP16 (Base) (70B),Novel
1,192GB,122,,,,,,0,0,16,1200,FP4,Summarization
1,192GB,,1066,1066,3732,618,,0,0,16,1200,FP4 (70B),Summarization
1,192GB,152,,,,,,0,0,16,1200,FP8,Summarization
1,192GB,,1333,1333,4664,773,,0,0,16,1200,FP8 (70B),Summarization
1,192GB,244,,,,,,0,0,16,1200,FP16 (Base),Summarization
1,192GB,,2132,2132,7463,1237,,0,0,16,1200,FP16 (Base) (70B),Summarization
1,192GB,105,,,,,,0,0,64,1200,FP4,Chat
1,192GB,,922,922,3227,535,,0,0,64,1200,FP4 (70B),Chat
1,192GB,132,,,,,,0,0,64,1200,FP8,Chat
1,192GB,,1153,1153,4034,669,,0,0,64,1200,FP8 (70B),Chat
1,192GB,211,,,,,,0,0,64,1200,FP16 (Base),Chat
1,192GB,,1844,1844,6455,1070,,0,0,64,1200,FP16 (Base) (70B),Chat
1,192GB,865,,,,,,0,0,64,1200,FP4,Novel
1,192GB,,7561,7561,26465,4386,,0,0,64,1200,FP4 (70B),Novel
1,192GB,1081,,,,,,0,0,64,1200,FP8,Novel
1,192GB,,9452,9452,33081,5482,,0,0,64,1200,FP8 (70B),Novel
1,192GB,1729,,,,,,0,0,64,1200,FP16 (Base),Novel
1,192GB,,15123,15123,52929,8771,,0,0,64,1200,FP16 (Base) (70B),Novel
1,192GB,128,,,,,,0,0,64,1200,FP4,Summarization
1,192GB,,1116,1116,3905,647,,0,0,64,1200,FP4 (70B),Summarization
1,192GB,159,,,,,,0,0,64,1200,FP8,Summarization
1,192GB,,1395,1395,4881,809,,0,0,64,1200,FP8 (70B),Summarization
1,192GB,255,,,,,,0,0,64,1200,FP16 (Base),Summarization
1,192GB,,2232,2232,7810,1294,,0,0,64,1200,FP16 (Base) (70B),Summarization
1,192GB,183,,,,,,0,0,256,1200,FP4,Chat
1,192GB,,1598,1598,5594,927,,0,0,256,1200,FP4 (70B),Chat
1,192GB,228,,,,,,0,0,256,1200,FP8,Chat
1,192GB,,1998,1998,6993,1159,,0,0,256,1200,FP8 (70B),Chat
1,192GB,365,,,,,,0,0,256,1200,FP16 (Base),Chat
1,192GB,,3197,3197,11188,1854,,0,0,256,1200,FP16 (Base) (70B),Chat
1,192GB,1498,,,,,,0,0,256,1200,FP4,Novel
1,192GB,,13106,13106,45872,7602,,0,0,256,1200,FP4 (70B),Novel
1,192GB,1873,,,,,,0,0,256,1200,FP8,Novel
1,192GB,,16383,16383,57340,9502,,0,0,256,1200,FP8 (70B),Novel
1,192GB,2997,,,,,,0,0,256,1200,FP16 (Base),Novel
1,192GB,,26213,26213,91744,15203,,0,0,256,1200,FP16 (Base) (70B),Novel
1,192GB,221,,,,,,0,0,256,1200,FP4,Summarization
1,192GB,,1934,1934,6769,1122,,0,0,256,1200,FP4 (70B),Summarization
1,192GB,276,,,,,,0,0,256,1200,FP8,Summarization
1,192GB,,2417,2417,8461,1402,,0,0,256,1200,FP8 (70B),Summarization
1,192GB,442,,,,,,0,0,256,1200,FP16 (Base),Summarization
